MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,Dem. People's Republic of Korea,Japan,Mongolia,Republic of Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
Suriname,278250.0,237977.0,40273.0,0.0,40273.0,241808.0,5204.0,5079.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222764.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,31.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,39.0,38.0,371.0,277.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,221989.0,20.0,276.0,24802.0,0.0,0.0,0.0,0.0,196783.0,108.0,40143.0,4362.0,0.0,45.0,1337.0,0.0,47.0,0.0,416.0,0.0,0.0,1871.0,19.0,27.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,521.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,35761.0,5.0,0.0,325.0,5.0,0.0,0.0,0.0,30785.0,4595.0,0.0,0.0,0.0,0.0,46.0,15055.0,0.0,967.0,0.0,0.0,14088.0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Swaziland,86684.0,2980.0,83704.0,129.0,83575.0,2994.0,83597.0,83561.0,36.0,93.0,83610.0,83610.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83517.0,696.0,36.0,184.0,82601.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,2245.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,0.0,50.0,0.0,0.0,15.0,0.0,21.0,0.0,0.0,0.0,0.0,29.0,1244.0,651.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,36.0,0.0,0.0,578.0,0.0,0.0,15.0,0.0,0.0,232.0,23.0,0.0,21.0,0.0,0.0,0.0,0.0,83.0,105.0,18.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,313.0,0.0,0.0,0.0,422.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Sweden,328141,312689,15452,296,15156,312377,15491,13814,1677,273,1243,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,1142,0,394,748,0,0,0,0,970,500,0,94,376,0,261,0,0,0,0,0,0,3,0,258,0,0,0,0,0,0,0,0,10506,0,0,0,0,0,0,1895,0,0,0,0,1895,0,0,188,0,0,23,0,0,36,0,0,129,1302,0,0,0,0,0,0,605,0,697,0,0,7121,0,0,0,991,0,0,688,87,0,0,0,0,0,0,0,5355,0,0,239487,4837,340,301,363,1604,1307,0,191,475,256,0,147746,0,23531,403,76,38681,1998,1868,0,376,260,49518,0,31035,34510,0,46,0,628,0,5419,0,6411,543,151,803,0,1191,0,19318,0,52394,3551,4927,10234,16851,26,2157,0,4447,10201,4456,103,0,0,0,29,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,137,35,47,31,412,33,212,3446,204,293,757,1257,190,349,0,0,0,0,282,0,0,114,57320,0,7604,87,0,49629,13987,13987,12585,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Switzerland,648999.0,608973.0,40026.0,1001.0,39025.0,608273.0,39526.0,35206.0,4320.0,977.0,3929.0,6382.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2453.0,0.0,1521.0,932.0,0.0,0.0,0.0,0.0,3472.0,0.0,0.0,404.0,3068.0,0.0,207.0,0.0,0.0,13.0,0.0,0.0,143.0,17.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19144.0,54.0,0.0,0.0,54.0,0.0,0.0,1805.0,0.0,726.0,0.0,0.0,1060.0,19.0,0.0,431.0,0.0,0.0,24.0,0.0,0.0,118.0,0.0,0.0,289.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,940.0,0.0,0.0,14881.0,0.0,0.0,0.0,410.0,14.0,0.0,3853.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10411.0,0.0,0.0,526522.0,5900.0,29.0,381.0,468.0,2648.0,1015.0,0.0,158.0,580.0,621.0,0.0,27278.0,0.0,2798.0,37.0,0.0,1227.0,160.0,553.0,0.0,76.0,43.0,2211.0,3436.0,16737.0,286939.0,0.0,75.0,0.0,3009.0,0.0,3698.0,0.0,198170.0,121.0,212.0,16183.0,0.0,2856.0,329.0,62286.0,0.0,206405.0,15802.0,2331.0,96906.0,71058.0,12862.0,557.0,0.0,6889.0,0.0,15440.0,2430.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1045.0,0.0,223.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2847.0,0.0,672.0,59.0,154.0,61.0,1450.0,84.0,367.0,10163.0,794.0,659.0,3563.0,1035.0,709.0,1962.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,661.0,62456.0,125.0,20968.0,0.0,0.0,41363.0,19055.0,18935.0,15750.0,3185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Syrian Arab Republic,6238472.0,316457.0,5922015.0,3131.0,5918884.0,1060001.0,5178012.0,4307342.0,870670.0,8.0,440.0,241236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,240796.0,2941.0,206837.0,27762.0,2024.0,0.0,1232.0,0.0,182.0,0.0,0.0,0.0,182.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,51.0,8.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,5659740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2325.0,0.0,0.0,2263.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,5657342.0,2828.0,0.0,3044.0,3541.0,0.0,252056.0,9483.0,643705.0,21340.0,1230484.0,0.0,7148.0,659067.0,4672.0,0.0,2768494.0,48537.0,2943.0,200063.0,11890.0,83.0,1788.0,569.0,1642.0,588.0,0.0,7.0,3265.0,228.0,3720.0,87003.0,0.0,4498.0,5.0,0.0,973.0,35.0,114.0,0.0,16.0,0.0,5506.0,68095.0,7761.0,20621.0,0.0,0.0,0.0,180.0,0.0,7044.0,0.0,6058.0,307.0,0.0,26.0,0.0,123.0,973.0,5910.0,0.0,80549.0,3320.0,2014.0,17046.0,44761.0,0.0,0.0,0.0,9714.0,3694.0,21039.0,764.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,0.0,296.0,0.0,0.0,155.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,11.0,0.0,78.0,0.0,189.0,0.0,265.0,19732.0,1125.0,2.0,2461.0,306.0,142.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15632.0,105528.0,0.0,24698.0,0.0,0.0,80830.0,10866.0,10866.0,10866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Tajikistan,583704.0,535756.0,47948.0,15032.0,32916.0,35920.0,532752.0,489394.0,43358.0,15032.0,1.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,145.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47113.0,29517.0,15816.0,2205.0,0.0,0.0,11496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15031.0,15031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.0,0.0,249.0,0.0,10.0,144.0,0.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,529860.0,502114.0,5679.0,179.0,307.0,15.0,59.0,0.0,0.0,466508.0,0.0,29367.0,2115.0,0.0,28.0,359.0,0.0,52.0,2.0,21.0,0.0,561.0,332.0,103.0,303.0,354.0,380.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,13.0,84.0,0.0,25251.0,284.0,69.0,248.0,24433.0,0.0,0.0,0.0,53.0,164.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5759.0,0.0,1185.0,0.0,0.0,4574.0,137.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
TFYR Macedonia,497411.0,350430.0,146981.0,0.0,146981.0,283594.0,213817.0,213582.0,235.0,0.0,187.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144654.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144650.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144544.0,0.0,0.0,259337.0,6780.0,0.0,3286.0,2039.0,214.0,264.0,0.0,0.0,255.0,722.0,0.0,23105.0,0.0,3111.0,3.0,0.0,8214.0,41.0,655.0,0.0,0.0,0.0,2492.0,6117.0,2472.0,139890.0,534.0,0.0,3079.0,10055.0,0.0,2169.0,0.0,73033.0,35.0,3317.0,272.0,0.0,46737.0,32.0,627.0,0.0,89562.0,21921.0,3663.0,4565.0,0.0,87.0,361.0,0.0,161.0,58804.0,2006.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,1489.0,12.0,46.0,406.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37428.0,0.0,10747.0,0.0,0.0,26681.0,53665.0,53665.0,53665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Thailand,861576,645529,216047,44985,171062,750572,110390,29456,80934,614,1725,5774,239,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049,0,1199,2850,0,0,0,0,1435,0,0,69,1366,0,51,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,254387,0,0,0,0,0,0,113030,15192,19192,961,563,45238,0,31884,11183,0,10548,61,0,0,299,0,0,275,110678,14384,30806,22525,3361,8283,0,340,19269,0,158,11552,19496,0,0,1159,284,0,0,0,100,3755,0,0,2291,0,0,0,146,11761,0,261311,1757,0,23,543,814,98,0,0,217,62,0,120935,0,12889,13,114,10588,1212,535,0,10,0,18159,38368,39047,12726,0,0,0,0,0,378,0,9866,125,0,272,0,0,1,2084,0,125893,5604,3513,18463,64068,84,181,0,13990,19990,1124,68,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,311,0,7,0,0,0,160,0,144,745,60,9,549,36,0,0,0,0,0,0,21,0,0,70,270245,0,14940,157,0,255148,68735,68735,60712,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Timor-Leste,37759.0,15026.0,22733.0,0.0,22733.0,15026.0,22733.0,59.0,22674.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22666.0,0.0,0.0,22525.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1566.0,2231.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,79.0,0.0,0.0,1717.0,0.0,0.0,218.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11214.0,11214.0,11214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Togo,438492.0,52982.0,385510.0,82619.0,302891.0,53002.0,303015.0,14913.0,288102.0,82475.0,385476.0,385476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17346.0,0.0,0.0,9.0,0.0,2437.0,0.0,0.0,14900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368130.0,48118.0,15393.0,0.0,50328.0,0.0,87494.0,533.0,0.0,418.0,6653.0,144.0,9702.0,147698.0,0.0,1613.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49962.0,24.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0.0,154.0,0.0,0.0,81.0,5.0,114.0,0.0,0.0,0.0,113.0,354.0,1359.0,5748.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5152.0,0.0,0.0,74.0,0.0,0.0,0.0,508.0,0.0,42010.0,219.0,2561.0,24171.0,12013.0,0.0,0.0,0.0,1180.0,1866.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672.0,0.0,2672.0,0.0,0.0,0.0,348.0,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Tokelau,2254.0,2128.0,126.0,0.0,126.0,2128.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254.0,2128.0,738.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,20.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,2015
