MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,Dem. People's Republic of Korea,Japan,Mongolia,Republic of Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
Tonga,58438.0,54302.0,4136.0,1001.0,3135.0,54577.0,2771.0,2697.0,74.0,972.0,972.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,17.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,232.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,7.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18814.0,0.0,100.0,0.0,0.0,18714.0,37963.0,35075.0,11784.0,23291.0,1388.0,1332.0,0.0,27.0,0.0,29.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1482.0,1288.0,0.0,0.0,118.0,76.0,0.0,0.0,0.0,0.0,2015
Trinidad and Tobago,360896.0,344205.0,16691.0,0.0,16691.0,350024.0,10822.0,10817.0,5.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23312.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20759.0,0.0,173.0,1.0,0.0,42.0,3.0,111.0,0.0,1.0,0.0,351.0,294.0,19783.0,406.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,167.0,15.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,2135.0,70.0,0.0,418.0,773.0,0.0,0.0,0.0,534.0,340.0,16635.0,12409.0,0.0,720.0,0.0,390.0,1490.0,403.0,6.0,285.0,0.0,96.0,306.0,23.0,2196.0,0.0,0.0,2299.0,0.0,44.0,174.0,266.0,780.0,964.0,208.0,0.0,0.0,1759.0,179.0,0.0,34.0,0.0,0.0,0.0,26.0,0.0,119.0,4047.0,34.0,5.0,224.0,12.0,39.0,45.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,2808.0,318973.0,68.0,75156.0,0.0,0.0,243749.0,1920.0,1920.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Tunisia,752714.0,709628.0,43086.0,781.0,42305.0,741137.0,11044.0,5955.0,5089.0,533.0,1104.0,7609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,6505.0,0.0,872.0,3084.0,2549.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,34448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,33880.0,0.0,0.0,468.0,38.0,0.0,312.0,23543.0,251.0,1784.0,0.0,0.0,978.0,0.0,600.0,0.0,517.0,5389.0,0.0,581556.0,2945.0,0.0,124.0,580.0,291.0,409.0,0.0,1062.0,335.0,144.0,0.0,12899.0,0.0,963.0,6.0,13.0,759.0,28.0,100.0,0.0,1.0,0.0,1013.0,4864.0,5152.0,111596.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,107671.0,376.0,0.0,137.0,0.0,40.0,2.0,2734.0,0.0,454116.0,3690.0,4414.0,395285.0,34842.0,22.0,142.0,0.0,4568.0,11153.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,45.0,1.0,95.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,127397.0,0.0,12284.0,0.0,0.0,115113.0,1530.0,675.0,675.0,0.0,855.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Turkey,3100282.0,2935317.0,164965.0,42.0,164923.0,2969882.0,130358.0,122645.0,7713.0,42.0,1838.0,5371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.0,0.0,998.0,2535.0,0.0,0.0,0.0,0.0,1796.0,0.0,0.0,33.0,1763.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157525.0,48748.0,46894.0,1051.0,803.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,2597.0,0.0,0.0,0.0,105.0,2447.0,0.0,0.0,0.0,45.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,0.0,1.0,0.0,0.0,105102.0,581.0,2121.0,2170.0,665.0,457.0,17515.0,27960.0,995.0,12297.0,268.0,0.0,5046.0,0.0,0.0,0.0,0.0,35027.0,0.0,2502826.0,30809.0,25.0,8584.0,965.0,2218.0,874.0,184.0,6059.0,10237.0,308.0,1355.0,173734.0,0.0,35781.0,77.0,0.0,7367.0,73.0,489.0,0.0,88.0,64.0,11260.0,46435.0,72100.0,81010.0,1961.0,0.0,0.0,86.0,0.0,33489.0,0.0,20491.0,268.0,88.0,296.0,0.0,388.0,52.0,3969.0,19922.0,2217273.0,184847.0,44034.0,302547.0,1395973.0,623.0,210.0,0.0,204551.0,84488.0,2069.0,62.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,8.0,0.0,25.0,0.0,267.0,0.0,112.0,1595.0,635.0,37.0,432.0,258.0,49.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,132.0,389491.0,144.0,28265.0,0.0,0.0,361082.0,43000.0,43000.0,43000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Turkmenistan,241393.0,225747.0,15646.0,0.0,15646.0,13936.0,227457.0,201504.0,25953.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,53.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15326.0,3276.0,1050.0,1001.0,462.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4901.0,0.0,0.0,0.0,0.0,4901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7149.0,875.0,1724.0,0.0,12.0,197.0,0.0,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,223013.0,214312.0,5464.0,370.0,158.0,0.0,54.0,0.0,0.0,185664.0,0.0,22602.0,2128.0,0.0,16.0,319.0,0.0,25.0,1.0,4.0,0.0,598.0,245.0,75.0,234.0,611.0,526.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,206.0,0.0,0.0,0.0,0.0,29.0,115.0,60.0,0.0,6047.0,140.0,14.0,214.0,5583.0,0.0,0.0,0.0,0.0,96.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.0,0.0,475.0,0.0,0.0,2196.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Turks and Caicos Islands,1843.0,252.0,1591.0,0.0,1591.0,1805.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1591.0,1586.0,0.0,6.0,0.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,83.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Tuvalu,3483.0,2314.0,1169.0,293.0,876.0,1730.0,1630.0,1338.0,292.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,584.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.0,1664.0,190.0,1474.0,411.0,411.0,0.0,0.0,0.0,0.0,557.0,0.0,292.0,0.0,0.0,265.0,0.0,0.0,196.0,0.0,0.0,0.0,77.0,74.0,45.0,0.0,0.0,0.0,2015
Uganda,732235.0,134380.0,597855.0,253377.0,344478.0,134357.0,346361.0,9848.0,336513.0,251517.0,596921.0,597018.0,579582.0,891.0,0.0,0.0,1524.0,218.0,333789.0,0.0,0.0,0.0,0.0,0.0,0.0,92195.0,28.0,0.0,145607.0,0.0,4857.0,473.0,0.0,6224.0,0.0,0.0,0.0,0.0,0.0,6224.0,0.0,0.0,0.0,1347.0,0.0,97.0,0.0,0.0,1250.0,0.0,0.0,9864.0,1645.0,137.0,454.0,7573.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,0.0,0.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74321.0,214.0,0.0,7.0,24.0,38.0,63.0,0.0,0.0,82.0,0.0,0.0,67139.0,0.0,1543.0,1.0,0.0,211.0,37.0,149.0,0.0,1.0,0.0,1130.0,4002.0,60065.0,1349.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,967.0,0.0,0.0,27.0,0.0,0.0,4.0,211.0,0.0,5619.0,274.0,268.0,590.0,2185.0,0.0,0.0,0.0,1508.0,794.0,104.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,77.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56662.0,0.0,13140.0,0.0,0.0,43522.0,3397.0,3397.0,3397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
Ukraine,5842594.0,5170726.0,671868.0,9.0,671859.0,1727322.0,4115263.0,3883405.0,231858.0,9.0,6219.0,7284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.0,0.0,191.0,874.0,0.0,0.0,0.0,0.0,6188.0,0.0,0.0,242.0,5946.0,0.0,31.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656077.0,495467.0,338022.0,26771.0,1250.0,4822.0,124602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160610.0,2645.0,2817.0,0.0,3561.0,11792.0,0.0,135112.0,384.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4195.0,0.0,0.0,4713653.0,3962522.0,225734.0,8386.0,130992.0,41990.0,199518.0,64009.0,11900.0,3269992.0,10001.0,0.0,111969.0,0.0,7150.0,20859.0,0.0,1707.0,277.0,4564.0,0.0,35785.0,12233.0,4262.0,6870.0,18262.0,382487.0,0.0,0.0,0.0,758.0,0.0,19457.0,0.0,232241.0,336.0,141.0,46533.0,62.0,1274.0,3.0,81618.0,64.0,256675.0,8232.0,3355.0,16153.0,220141.0,37.0,182.0,0.0,1208.0,7367.0,8507.0,671.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,0.0,155.0,0.0,0.0,0.0,452.0,78.0,502.0,6649.0,4408.0,114.0,875.0,163.0,236.0,401.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,211.0,438444.0,0.0,73194.0,0.0,0.0,365250.0,18629.0,18629.0,17227.0,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
United Arab Emirates,135577.0,52991.0,82586.0,68.0,82518.0,105536.0,30041.0,3992.0,26049.0,0.0,348.0,3920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572.0,0.0,797.0,2775.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,280.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,78580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13662.0,0.0,0.0,0.0,11986.0,0.0,0.0,0.0,0.0,1676.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,64487.0,0.0,0.0,4041.0,165.0,0.0,288.0,0.0,203.0,24662.0,0.0,14515.0,9682.0,0.0,10888.0,0.0,43.0,0.0,0.0,17980.0,1007.0,23.0,123.0,34.0,281.0,124.0,0.0,0.0,355.0,67.0,0.0,12196.0,0.0,387.0,6.0,0.0,146.0,6.0,201.0,0.0,7.0,23.0,409.0,1407.0,9604.0,2627.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,370.0,30.0,0.0,0.0,0.0,24.0,1791.0,326.0,0.0,2150.0,176.0,0.0,797.0,0.0,0.0,0.0,0.0,742.0,435.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,39.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27880.0,0.0,16053.0,0.0,0.0,11827.0,7131.0,7131.0,7131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
