Year,Major area,1990,1995,2000,2005,2010,2015,2017
1990,Antigua and Barbuda,66696,73619,83584,89253,94661,99923,102012
1990,Aruba,62149,80324,90853,100031,101669,104341,105264
1990,Bahamas,256336,280150,297890,329249,360832,386838,395361
1990,Barbados,260374,264959,269847,274009,279569,284217,285719
1990,British Virgin Islands,16461,18427,20645,23168,27224,30113,31196
1990,Caribbean Netherlands,13019,15107,14393,14403,20940,24570,25398
1990,Cayman Islands,25010,31672,41687,48622,55507,59963,61559
1990,Cuba,10582081,10906043,11150736,11284253,11333051,11461432,11484636
1990,Curaçao,146671,143884,132099,129394,147608,158010,160539
1990,Dominica,70926,71368,69676,70627,71440,73162,73925
1990,Dominican Republic,7183647,7892423,8562622,9237566,9897985,10528394,10766998
1990,Grenada,96283,100255,101619,102949,104677,106823,107825
1990,Guadeloupe,385878,402937,424646,439552,450718,450418,449568
1990,Haiti,7099732,7819806,8549200,9263404,9999617,10711061,10981229
1990,Jamaica,2424242,2537440,2656864,2744673,2817210,2871934,2890299
1990,Martinique,358449,368732,387004,397047,394910,385842,384896
1990,Montserrat,10730,10233,4955,4778,4944,5124,5177
1990,Puerto Rico,3517975,3689641,3796977,3765399,3716693,3673728,3663131
1990,Saint Kitts and Nevis,40834,42891,45374,48611,51445,54288,55345
1990,Saint Lucia,138185,147044,156949,163714,172580,177206,178844
1990,Saint Vincent and the Grenadines,107505,108122,107898,108744,109315,109455,109897
1990,Sint Maarten (Dutch part),28549,30633,31819,32531,33124,38750,40120
1990,Trinidad and Tobago,1221900,1255001,1267984,1296934,1328100,1360092,1369125
1990,Turks and Caicos Islands,11552,15332,18873,26448,30994,34339,35446
1990,United States Virgin Islands,103756,107392,108722,107793,106149,104977,104901
1990,Central America,114731120,126844081,137992226,148211558,160556595,172635109,177316317
1990,Belize,187552,206963,247315,283277,321608,359288,374681
1990,Costa Rica,3095995,3510926,3925443,4247841,4545280,4807852,4905769
1990,El Salvador,5254984,5611115,5867626,6028961,6164626,6312478,6377853
1990,Guatemala,9263813,10408489,11650743,13096028,14630417,16252429,16913503
1990,Honduras,4955328,5709051,6524283,7373430,8194778,8960829,9265067
1990,Mexico,85357874,94045579,101719673,108472228,117318941,125890949,129163276
1990,Nicaragua,4144565,4612228,5026796,5379328,5737723,6082035,6217581
1990,Panama,2471009,2739730,3030347,3330465,3643222,3969249,4098587
1990,South America,296950815,323595244,349398761,373328523,395280204,416436111,424393617
1990,Argentina,32729739,34994814,37057452,39145488,41223889,43417765,44271041
1990,Bolivia (Plurinational State of),6856244,7566714,8339512,9125409,9918242,10724705,11051600
1990,Brazil,149352145,162296612,175287587,186917361,196796269,205962108,209288278
1990,Chile,13242132,14296613,15262754,16147064,16993354,17762681,18054726
1990,Colombia,34271565,37441977,40403958,43285634,45918097,48228697,49065615
1990,Ecuador,10218091,11440583,12628596,13735233,14934690,16144368,16624858
1990,Falkland Islands (Malvinas),1989,2435,2882,2939,2852,2898,2910
1990,French Guiana,115784,137400,163165,203826,234181,268691,282731
1990,Guyana,743309,761291,753301,750946,746556,768514,777859
1990,Paraguay,4213742,4760850,5302700,5795494,6209877,6639119,6811297
1990,Peru,21826658,24038760,25914879,27610410,29373646,31376671,32165485
1990,Suriname,407472,443724,472390,498946,526103,553208,563402
1990,Uruguay,3109989,3224804,3321245,3325612,3374415,3431552,3456750
