,MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Cote d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,North Korea,Japan,Mongolia,South Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,USA,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia.1,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
1351,Sao Tome and Principe,81065,19441,61624,54124,7500,19453,61465,5776,55689,147,61542,61542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59756,53977,0,73,0,0,0,1493,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,0,0,1712,0,0,0,33,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19441,2,0,0,2,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,801,18185,0,0,0,0,0,7,0,74,0,0,17915,0,0,0,189,0,453,2,10,227,0,0,0,0,157,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,70,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1352,Saudi Arabia,269645,162822,106823,1713,105110,173881,94356,49341,45015,1408,2679,51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48356,3757,9125,35474,0,0,0,0,966,0,0,0,966,0,1713,0,0,0,0,0,0,31,0,0,0,305,0,0,0,1377,0,0,53257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5882,0,0,0,4476,0,0,0,0,1406,2997,0,0,2263,0,0,0,733,0,1,0,0,44378,0,0,408,253,0,674,0,4884,2077,1319,1636,897,0,21778,0,4416,6036,0,46981,938,0,47,64,398,175,0,0,219,35,0,34724,0,276,0,0,359,8,429,0,1,0,605,3010,30036,2264,0,0,0,0,0,426,0,962,31,0,0,0,0,0,845,0,9055,477,46,2531,3157,0,0,0,1850,994,2531,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,13,0,32,0,104,0,50,2314,80,13,391,18,73,88,0,0,0,0,33,0,0,1618,98783,0,15114,0,0,83669,17058,17058,15107,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1353,Senegal,544791,315368,229423,162216,67207,315280,83327,25652,57675,144439,223332,228866,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,36235,0,3224,0,0,13265,0,0,19746,0,5534,0,473,1120,1785,0,411,1745,4337,0,0,27,4310,0,182613,0,4033,1478,18994,118452,72,2139,11087,392,5501,17630,1150,0,0,0,677,1008,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,0,0,269066,280,0,14,53,36,88,0,16,73,0,0,3068,0,162,1,0,191,21,22,0,0,0,251,755,1665,137010,0,0,0,0,0,640,0,84815,0,0,2078,0,0,16,49461,0,128708,335,1574,119898,3513,0,33,0,1012,2343,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,1,0,0,0,44,188,0,249,0,8,222,5,0,0,0,0,0,0,0,0,0,14,45869,0,5574,0,0,40295,433,433,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1354,Serbia,931921,921509,10412,2,10410,818028,113891,113814,77,2,6055,6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6053,0,0,0,6053,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,0,2753,0,0,0,56,0,0,0,0,0,0,0,0,0,0,802300,52879,35,3646,816,39691,1034,0,5783,0,1874,0,22656,0,1823,11,52,157,311,0,0,5,0,4124,9147,7026,151331,0,0,10222,51185,0,4382,0,45581,643,17433,51,0,0,4,3900,17930,575434,195177,2489,86158,89923,148,6199,0,26711,168629,1548,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,80,0,27,1368,0,21,517,0,0,0,0,0,0,0,0,0,0,830,80139,0,43648,0,0,36491,39070,39070,37967,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1355,Seychelles,38164,36213,1951,377,1574,36223,1564,1516,48,377,1858,1881,498,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,1357,266,0,52,1039,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32057,0,0,0,0,0,0,0,0,0,0,0,3130,0,19,0,0,8,0,11,0,0,0,0,68,3024,27937,0,0,0,0,0,24,0,978,0,0,0,0,0,26895,40,0,990,44,19,607,0,0,0,0,84,236,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1012,0,1012,0,0,0,3144,3144,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1356,Sierra Leone,150017,91716,58301,50007,8294,91721,8289,1172,7117,50007,57978,58285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,70,237,0,0,0,0,926,0,0,153,773,0,57052,0,0,15,659,2330,2298,8683,812,14536,9143,0,0,4073,0,14398,0,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45424,46,0,2,11,33,0,0,0,0,0,0,33083,0,367,0,0,148,15,196,0,0,0,520,812,31025,2630,0,0,0,0,0,175,0,1377,0,0,53,0,0,0,1025,0,9665,267,728,1323,2744,0,0,0,4263,340,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,7,2,0,0,0,0,0,0,0,0,0,0,42389,0,2678,0,0,39711,3903,3903,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1357,Singapore,315717,181393,134324,9800,124524,192842,122875,82930,39945,0,1419,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,160,669,0,0,0,0,1419,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134154,0,0,0,0,0,0,12323,0,9879,0,0,2444,0,0,14515,0,9583,18,4229,0,77,0,0,608,107084,1541,123,22525,0,79519,0,820,0,729,76,1751,232,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,197,0,0,58839,179,0,15,32,82,0,0,0,50,0,0,46809,0,808,2,0,219,17,216,0,4,0,758,740,44045,1220,0,0,0,0,0,82,0,567,36,0,28,0,0,4,503,0,10631,286,205,2322,2405,0,0,0,3547,1866,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,8,0,0,0,44,0,46,217,2,1,137,59,0,0,0,0,0,0,0,0,0,18,46709,0,12301,0,0,34408,73452,73401,67822,5579,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1358,Sint Maarten,23812,21893,1919,0,1919,23116,182,134,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21893,0,0,0,0,0,0,0,21893,0,1919,1848,0,23,701,0,0,0,514,0,0,499,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,48,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1359,Slovakia,335780,333966,1814,0,1814,327294,8486,8370,116,0,657,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,0,657,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,147,0,0,0,22,0,0,0,0,0,0,0,314,0,0,312599,98322,27,412,73671,21085,1295,0,0,1832,0,0,104199,0,1402,13,0,200,246,11838,0,46,29,3863,1495,85067,23978,0,0,3389,644,0,863,0,10996,119,56,92,0,476,10,7297,36,86100,27170,4523,4529,36126,35,742,0,505,12470,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,22,0,0,0,143,0,36,399,0,20,253,53,0,49,0,0,0,0,0,0,0,24,14700,0,14700,0,0,0,6667,6667,6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1360,Slovenia,134338,132805,1533,71,1462,98057,36210,36201,9,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,146,0,0,105736,1559,0,102,232,412,153,0,0,350,310,0,4023,0,351,6,0,49,32,210,0,9,0,379,1195,1792,40572,0,0,1961,19587,0,130,0,4699,25,1617,55,0,10930,0,1312,256,59582,17908,852,2637,33498,114,505,0,152,3916,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,1231,810,9,211,39,30,0,0,0,0,0,29,0,0,103,18492,0,9287,0,0,9205,8577,8577,8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1361,Solomon Islands,3767,2667,1100,131,969,2667,1088,747,341,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,293,0,2,0,0,5,1,2,0,0,0,0,0,283,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,14,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,2353,2353,0,1043,703,0,221,0,119,32,0,0,0,0,32,0,0,12,0,0,0,0,12,0,0,0,0,2015
1362,Somalia,1924902,402640,1522262,845835,676427,416510,1031412,148637,882775,476980,1088028,1226352,1058550,0,0,93042,2457,442910,488470,0,54,0,0,0,0,0,64,0,0,28586,2967,0,0,0,0,0,0,0,0,0,0,0,0,138454,11076,22709,104539,0,130,0,0,29342,0,0,87,29166,89,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,295854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,967,0,0,0,131,0,0,294756,0,0,519,12,0,414,0,73,3168,0,0,1243,0,0,2538,2176,8930,275683,280298,717,0,19,36,603,0,0,0,59,0,0,222949,0,11116,1,0,11708,2,531,0,4,0,27208,58269,114110,14376,0,0,0,0,0,742,0,11556,1210,0,0,0,0,596,272,0,42256,1215,872,1915,6203,0,0,0,27115,4936,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,38,0,17,2,3,0,12,0,0,0,0,0,0,0,0,0,0,113452,0,24888,0,0,88564,8890,8890,7743,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1363,South Africa,862951,672511,190440,68131,122309,711640,112529,50444,62085,38675,145645,146541,41333,0,0,0,122,0,112,0,8174,622,0,9536,0,0,255,0,0,0,712,3190,18610,42327,42266,0,52,0,0,0,0,9,0,896,0,249,647,0,0,0,0,60409,37265,2610,8023,0,12511,1576,0,0,0,0,0,0,1251,0,0,0,0,0,0,107,0,218,0,20469,0,0,0,0,0,0,1924,0,0,0,0,0,0,1924,261,0,0,0,0,0,0,0,0,261,813,0,0,0,0,0,0,813,0,0,0,0,17471,0,0,0,5399,0,0,11721,56,0,0,0,0,0,0,0,295,0,0,290916,1605,0,227,294,355,381,0,0,240,108,0,216689,0,1951,20,20,942,82,8983,601,10,0,1461,2401,200218,27005,0,0,0,203,0,6910,0,5657,203,0,11028,0,141,34,2829,0,45617,2792,890,5269,15483,30,47,0,13470,7636,23430,204,0,45,0,104,0,0,0,35,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,368,0,57,0,0,0,265,0,46,22858,126,17,1894,20457,55,122,0,0,0,0,116,0,0,71,141829,262,45353,0,0,96214,239766,239766,183370,56396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1364,South Sudan,1418791,4400,1414391,1300410,113981,23615,350725,2143,348582,1044451,1392765,1394541,1128054,0,0,0,1490,395202,92355,0,0,0,0,0,0,0,0,0,0,639007,0,0,0,8749,0,0,0,0,0,8749,0,0,0,257735,0,0,1776,0,255959,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19850,0,0,849,0,0,295,0,268,1726,72,0,2033,0,0,0,0,14607,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,1,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220,4220,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1365,Spain,1289225,954148,335077,4082,330995,946596,338614,317200,21414,3998,5471,10711,113,0,0,0,0,0,0,0,0,27,0,0,0,0,24,0,0,62,0,0,0,1279,0,0,0,0,0,0,1279,0,0,5240,0,463,726,4051,0,0,0,2600,0,0,325,2275,0,1479,0,0,143,0,0,0,1187,0,65,0,84,0,0,0,0,0,0,7585,0,0,0,0,0,0,2659,0,401,0,0,2258,0,0,35,0,0,0,0,0,0,0,0,35,1305,0,0,0,0,0,0,1305,0,0,0,0,3586,0,0,0,170,18,0,1890,295,0,0,0,0,0,0,0,1213,0,0,817214,45046,35,5603,525,1912,4820,0,29937,1394,820,0,158985,0,6133,146,0,2860,547,7751,0,164,557,6182,9554,125091,72208,0,20446,0,188,2072,1181,0,31829,176,0,15843,0,158,315,0,0,540975,4122,50361,309660,84770,273,4185,0,24734,62870,318812,16271,0,12,0,111,0,0,17,27,4522,20,0,7062,0,0,2684,0,0,0,1816,0,0,0,0,0,0,0,35613,0,2163,534,1320,525,26909,460,3702,266928,98050,12181,36691,8834,6928,7473,0,0,0,883,5075,0,16231,74582,116615,130,10131,0,0,106354,18288,18061,18061,0,147,0,147,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,2015
1366,Sri Lanka,1625614,719218,906396,128,906268,1421239,204174,35610,168564,201,5210,5826,1724,0,0,0,0,0,0,0,0,1126,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,249,367,0,0,0,0,3464,1925,0,0,1539,0,22,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,910350,0,0,0,0,0,0,36546,5435,782,0,153,10091,0,20085,162624,0,0,33,155195,0,6772,46,578,0,26601,1234,47,0,0,6634,0,172,10730,7705,0,79,684579,0,0,9841,10737,0,0,0,12110,36556,3272,22991,54731,423765,0,0,52,110524,0,388905,851,0,11,101,65,86,0,0,588,0,0,158594,0,8594,7,0,1085,166,238,0,33,0,9332,7001,132138,87115,0,0,0,0,0,889,0,85093,20,0,26,0,0,459,628,0,142345,981,697,48687,39380,0,0,0,10461,42139,99,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,59,2,2,48,7,0,0,0,0,0,0,0,0,0,0,198146,0,147763,0,0,50383,122288,122076,112120,9956,79,0,0,79,0,0,133,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,2015
1367,State of Palestine,3732417,64174,3668243,3918,3664325,140998,3591419,846831,2744588,0,312,467806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467494,30319,150486,286136,0,0,553,0,151,0,0,0,151,0,161,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,3198673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,3198658,0,0,4671,394,0,12051,0,1969731,14253,515853,0,5595,0,0,618128,740,53485,3757,14491,2380,0,7,110,74,0,0,72,566,38,1513,8667,0,0,0,0,53,0,67,0,0,0,3362,5185,0,1598,0,0,0,43,0,1001,0,391,62,0,0,0,76,25,0,0,1846,277,375,1010,0,0,0,0,0,184,1764,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,46,46,154,38,0,167,1294,0,13,0,703,0,97,0,0,0,0,0,0,0,481,46529,0,8269,0,0,38260,3154,3154,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1368,Sudan,1876275,122844,1753431,1082524,670907,717630,103203,26087,77116,1055442,1068004,1123548,673888,0,0,0,208,39539,7614,0,0,0,0,0,0,0,0,0,562391,64136,0,0,0,388632,0,0,19546,363465,0,5621,0,0,0,55544,1527,39589,14428,0,0,0,0,4923,0,0,187,4736,0,561,0,0,0,0,0,25,7,0,0,0,0,529,0,0,0,0,0,629822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,62,0,1,0,0,629759,0,0,7522,564,0,3792,0,2180,45525,589,15513,18583,385241,0,562,400,122206,27082,40309,661,0,49,63,178,113,0,0,258,0,0,24241,0,742,3,0,1028,0,588,0,0,0,3144,3325,15411,5513,0,0,0,66,0,1855,0,2914,273,0,0,0,0,16,389,0,9894,635,453,3263,0,0,0,0,4422,1121,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,60,8,2,45,5,0,0,0,0,0,0,0,0,0,0,58546,0,15382,0,0,43164,23989,23989,23989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1369,Suriname,278250,237977,40273,0,40273,241808,5204,5079,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,125,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222764,7,0,0,7,0,0,0,0,0,0,0,491,0,31,0,0,0,0,12,0,0,0,39,38,371,277,0,0,0,0,0,9,0,50,0,0,0,0,0,0,218,0,221989,20,276,24802,0,0,0,0,196783,108,40143,4362,0,45,1337,0,47,0,416,0,0,1871,19,27,0,37,0,0,0,0,0,0,42,0,521,0,0,0,20,0,20,0,0,0,0,0,0,35761,5,0,325,5,0,0,0,30785,4595,0,0,0,0,46,15055,0,967,0,0,14088,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1370,Swaziland,86684,2980,83704,129,83575,2994,83597,83561,36,93,83610,83610,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83517,696,36,184,82601,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,2245,3,0,3,0,0,0,0,0,0,0,0,1359,0,50,0,0,15,0,21,0,0,0,0,29,1244,651,0,0,0,0,0,22,0,36,0,0,578,0,0,15,0,0,232,23,0,21,0,0,0,0,83,105,18,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,313,0,313,0,0,0,422,422,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
