,MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Cote d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,North Korea,Japan,Mongolia,South Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,USA,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia.1,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
255,Belgium,376006,349143,26863,990,25873,352943,21687,19592,2095,931,5523,8121,726,621,0,0,0,0,0,0,0,35,0,0,0,0,26,0,0,44,0,0,0,184,0,0,0,0,0,0,0,184,0,2598,0,521,1197,880,0,0,0,4269,0,0,260,4009,0,344,0,0,19,0,0,0,238,0,0,0,59,0,0,0,0,0,28,11397,0,0,0,0,0,0,433,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,102,0,0,0,0,10862,0,0,0,92,0,0,4294,61,0,0,0,0,0,0,0,6415,0,0,288326,5776,33,98,279,601,3395,0,254,857,259,0,22038,0,980,0,0,144,56,507,0,21,34,818,1119,18359,39880,0,241,0,205,0,4916,0,11695,23,0,2120,0,108,239,20333,0,220632,1600,0,132113,22307,11,11879,0,42604,10118,7778,902,0,0,0,14,0,0,0,9,0,0,0,544,0,248,0,0,87,0,0,0,0,0,0,0,0,0,1212,0,169,72,0,19,887,42,23,5664,1138,320,1649,920,374,320,0,110,0,0,383,0,0,450,55253,19,20648,0,0,34586,5131,5131,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
256,Belize,41982,37956,4026,0,4026,38232,3750,1706,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,3,0,1,1,1,0,0,0,0,0,0,1191,0,5,0,0,1,1,2,0,0,0,0,0,1182,18,0,0,0,0,0,3,0,10,0,0,0,0,0,0,5,0,60,25,0,7,0,0,0,0,0,28,4026,275,0,10,0,22,0,0,0,236,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2751,0,123,231,561,242,1474,48,72,1000,12,962,0,9,0,0,0,0,0,0,0,0,0,17,36667,0,1145,0,0,35522,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
257,Benin,272881,15561,257320,48809,208511,15232,209364,19933,189431,48285,257280,257315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24511,0,0,0,0,5250,0,0,19261,0,35,0,35,0,0,0,0,0,338,0,0,219,119,0,232431,0,2554,0,57138,0,8928,2710,0,61,566,524,12961,117556,0,3120,255,26058,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15168,358,0,9,10,15,0,0,0,324,0,0,193,0,24,0,0,1,0,18,0,0,0,3,20,127,727,0,0,0,0,0,7,0,656,0,0,15,0,0,0,49,0,13890,50,781,11847,859,0,0,0,77,276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380,0,380,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
258,Bermuda,42603,42477,126,0,126,42546,57,56,1,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32029,2,0,0,1,1,0,0,0,0,0,0,31943,0,5,0,0,0,2,30,0,0,0,0,0,31906,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,12,0,55,0,0,0,0,13,0,88,69,0,10,0,23,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,14,0,1,0,13,0,0,0,0,0,0,0,0,0,0,10056,0,1772,0,0,8284,392,392,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
259,Bhutan,117872,554,117318,107664,9654,551,9657,19,9638,107664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117302,0,0,0,9610,0,0,107664,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,7,0,7,0,0,0,0,0,0,0,0,77,0,8,0,0,0,0,4,0,0,0,8,9,48,28,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,392,16,59,248,0,0,0,0,13,56,16,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
260,Bolivia,283006,58091,224915,0,224915,66759,216247,215817,430,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,145,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12665,449,0,6,18,27,30,0,0,368,0,0,3144,0,105,0,0,34,9,10,0,0,0,171,2190,625,3530,0,0,0,0,0,13,0,1018,0,0,32,0,0,0,2467,0,5542,316,247,1329,1653,0,0,0,317,1680,224668,615,0,0,0,0,0,0,0,0,97,0,0,403,0,0,0,0,0,0,115,0,0,0,0,0,0,0,2424,0,220,59,77,111,1725,38,194,221629,186685,0,18217,8923,653,572,0,0,0,976,3572,0,0,2031,44804,0,1948,0,0,42856,622,622,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
261,Bosnia and Herzegovina,1374109,1366575,7534,0,7534,586533,787576,787346,230,0,91,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,33,153,0,0,0,0,91,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7221,0,0,0,24,0,0,0,197,0,0,0,0,0,0,0,7000,0,0,1236967,5756,0,36,533,323,3955,0,0,776,133,0,79641,0,17628,0,0,100,14,342,0,2,0,9401,48046,4108,864373,0,0,0,506365,0,422,0,15437,30,0,27,0,266909,68327,867,5989,287197,104186,1953,8628,129718,361,2220,0,288,39843,36,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,9,0,0,0,0,0,0,0,0,0,20,103330,0,25240,0,0,78090,26278,26278,26278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
262,Botswana,23304,3258,20046,440,19606,3060,17212,16816,396,3032,20038,20038,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,228,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16778,0,104,932,15678,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,210,0,11,1,3,0,0,0,195,0,0,2121,0,48,0,0,2,0,42,0,0,0,36,45,1948,9,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,374,17,8,188,0,0,0,0,130,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,131,0,131,0,0,0,413,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
263,Brazil,750470,513533,236937,6549,230388,536424,204959,185340,19619,1985,2823,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,112,286,0,0,0,0,1715,0,0,755,960,0,1108,0,0,104,0,0,7,285,0,0,0,152,0,0,0,560,0,0,225615,0,0,0,0,0,0,212802,32797,0,0,1140,178865,0,0,5387,0,5387,0,0,0,0,0,0,0,330,0,0,0,0,0,0,165,0,0,165,0,7096,0,0,0,21,0,0,6759,115,0,0,0,0,0,0,0,201,0,0,170333,1239,83,25,42,207,255,0,3,594,30,0,19007,0,1154,0,6,203,20,1341,0,12,84,895,3259,12033,82215,0,0,0,119,0,1763,0,27162,32,0,35931,20,42,14,17132,0,67872,3223,1301,21096,17392,50,273,0,5699,18838,186966,1425,0,0,0,41,0,0,0,48,0,0,0,1055,0,39,0,0,41,0,195,0,6,0,0,0,0,0,4147,0,304,264,114,178,2482,110,695,181394,33642,12746,0,5609,1809,1035,0,7022,780,97450,3033,2594,11084,4590,159490,0,10058,0,0,149432,4845,4845,3960,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
264,British Virgin Islands,4242,330,3912,0,3912,3210,158,158,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,233,34,0,34,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,1,0,0,0,0,0,188,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855,3855,0,73,0,8,0,0,874,0,0,0,41,14,10,0,0,0,0,0,0,140,2,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
265,Brunei Darussalam,35052,8190,26862,0,26862,8192,26860,2972,23888,0,14,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,55,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26791,31,0,0,31,0,0,0,0,0,0,0,0,0,0,23639,0,0,0,23639,0,0,0,0,0,3098,0,0,0,0,2956,0,142,0,0,0,0,23,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,1560,0,4,0,0,0,0,9,0,0,0,20,0,1527,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,471,4,0,34,0,0,0,0,402,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4242,0,4242,0,0,0,1911,1911,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
266,Bulgaria,653122,167835,485287,0,485287,153674,499448,496888,2560,0,2436,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58,0,0,0,0,0,2436,0,0,43,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480285,3637,3637,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476647,0,0,0,2165,0,0,19887,77,0,0,0,0,0,0,0,454518,0,0,137152,40544,47,0,1731,1696,2064,312,21944,9934,790,2026,8823,0,445,0,1,348,46,494,0,220,37,566,3271,3395,32805,0,0,0,138,0,22834,0,5423,91,0,395,0,884,75,1959,1006,54980,9777,976,9708,30146,21,68,0,1217,3067,2508,622,0,0,0,0,0,0,0,0,225,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,37,0,0,0,191,70,44,1544,796,16,346,78,69,73,0,0,0,0,42,0,0,124,28218,0,6089,3,0,22126,2465,2465,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
267,Burkina Faso,1213662,9761,1203901,45381,1158520,9189,1159092,3278,1155814,45381,1203820,1203875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,0,0,0,0,0,0,0,2580,0,55,0,55,0,0,0,0,0,100,0,0,100,0,0,1201140,3331,0,0,1114233,0,41526,552,0,379,20221,0,13956,0,0,0,34,6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9568,575,0,5,2,0,0,0,0,568,0,0,111,0,12,0,0,1,0,5,0,0,0,10,31,52,2812,0,0,0,0,0,6,0,2624,0,0,0,0,0,0,182,0,6070,76,293,3955,1296,0,0,0,133,317,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,1,0,0,0,0,0,0,0,0,0,0,178,0,178,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
268,Burundi,543908,6262,537646,535501,2145,6103,2565,2091,474,535240,537593,537629,407190,0,0,0,1141,25,147,0,5896,0,0,0,0,39410,0,0,0,49666,310644,261,0,128520,0,0,0,0,0,128458,0,62,0,36,0,36,0,0,0,0,0,1883,0,0,549,1305,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866,171,0,7,0,0,0,0,0,164,0,0,1349,0,132,0,0,4,0,25,0,1,0,3,77,1107,425,0,0,0,0,0,90,0,327,0,0,0,0,0,0,8,0,2921,60,460,1388,331,0,0,0,326,356,15,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1389,0,1389,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
269,Cabo Verde,107754,94714,13040,12660,380,94664,7920,107,7813,5170,12966,12966,4567,0,0,0,0,0,0,0,0,0,0,4567,0,0,0,0,0,0,0,0,0,7490,4147,0,0,0,0,0,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,306,0,0,112,466,0,0,0,0,0,0,0,4,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73761,58,0,3,5,0,0,0,0,50,0,0,667,0,12,0,0,3,28,2,0,1,0,167,274,180,44174,0,0,0,0,0,33,0,5918,0,0,36695,0,0,0,1528,0,28862,25,128,16887,0,0,1278,0,9257,1287,58,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,1,0,3,0,0,0,0,0,0,0,0,0,0,20943,0,183,0,0,20760,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
270,Cambodia,417399,252840,164559,14552,150007,253223,164176,105094,59082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165281,0,0,0,0,0,0,1481,0,0,0,0,1461,0,20,13190,0,13190,0,0,0,0,0,0,0,150610,0,0,0,1362,1770,0,10130,0,102948,0,34400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77081,288,0,8,6,58,26,0,0,190,0,0,1012,0,90,0,0,73,2,5,0,0,0,155,302,385,184,0,0,0,0,0,9,0,167,0,0,0,0,0,0,8,0,75597,596,163,71472,1266,0,0,0,384,1716,181,131,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,48,45,0,0,3,0,0,0,0,0,0,0,0,0,0,147413,0,17797,0,0,129616,27443,26885,23310,3575,558,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
271,Cameroon,136161,64720,71441,36257,35184,64125,36165,21220,14945,35871,71266,71375,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,56634,0,0,0,33673,4003,0,268,18690,0,109,0,109,0,0,0,0,0,1603,0,0,167,1436,0,13016,0,0,0,0,0,61,0,0,0,618,373,329,10384,0,875,0,376,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55828,711,0,3,2,71,11,0,0,624,0,0,2309,0,84,0,0,15,2,185,0,1,0,149,100,1773,2889,0,0,0,0,0,308,0,1861,0,0,35,0,0,0,685,0,49919,407,1640,38038,5590,0,55,0,634,3555,46,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,5,0,0,31,0,2,0,12,0,17,0,0,0,0,0,0,0,0,8837,0,1275,0,0,7562,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
272,Canada,1067801,997287,70514,2227,68287,1021887,43152,33372,9780,2096,4363,6254,548,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,99,234,188,0,265,0,0,157,0,0,0,0,108,0,1891,0,382,1509,0,0,0,0,2666,104,0,266,2292,4,884,0,0,0,0,0,147,342,48,241,0,49,0,0,0,0,37,20,40735,62,0,0,62,0,0,26179,4985,11844,0,179,7325,28,1818,4339,0,0,20,4242,0,46,0,0,31,2806,0,53,189,0,0,0,845,816,826,0,77,7349,0,0,0,529,0,0,5666,319,0,0,0,0,0,0,0,835,0,0,158867,3619,123,64,181,824,1887,0,0,396,144,0,75811,0,2519,45,6,977,170,1313,119,64,74,2121,2126,66277,33543,1244,0,0,468,0,13411,0,8234,1622,0,5657,0,19,246,2642,0,45894,1582,1910,17054,10444,0,217,0,7185,7502,30344,11562,36,287,0,1040,729,142,108,912,102,0,88,3957,145,263,739,1277,0,44,244,0,143,148,0,874,284,0,7662,515,754,379,262,262,5063,147,280,11120,953,1728,1113,1430,731,889,0,0,147,1999,764,0,389,977,795941,2437,0,11,215,793278,35660,35154,27916,7238,366,0,0,366,0,0,0,0,0,0,0,0,0,0,140,0,0,125,0,15,0,0,0,0,1995
273,Caribbean Netherlands,4888,3284,1604,0,1604,3794,1094,1077,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284,0,0,85,0,0,0,0,3199,0,1604,692,0,7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,370,0,0,0,0,0,0,0,0,0,912,0,17,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
274,Cayman Islands,803,709,94,0,94,726,77,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,1,0,1,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,13,0,0,0,0,0,591,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,74,0,6,0,0,68,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,91,0,91,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
275,Central African Republic,49087,9571,39516,27532,11984,9450,30376,216,30160,9261,39449,39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20609,0,0,0,8765,11844,0,0,0,0,18316,0,45,0,0,18271,0,0,73,0,0,0,73,0,496,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476,138,0,0,1,5,0,0,0,132,0,0,187,0,2,0,0,1,0,4,0,1,0,0,10,169,146,0,0,0,0,0,66,0,35,0,0,0,0,0,25,20,0,9005,18,67,8767,0,0,0,0,20,133,16,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,92,0,92,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
